rank,team,teamName,organization,city,region,country,gradeLevel,eventSku,eventDate,combined,programming,driver,maxProgramming,maxDriver,eligible
1008,14323J,Juggernauts,FAIRBANKS MIDDLE SCHOOL,Milford Center,Ohio,United States,Middle School,RE-V5RC-25-9959,2025-11-15,18,0,18,0,18,false
1009,76936C,The Princess Reesecorns,MOUNDSVILLE MIDDLE SCHOOL,Moundsville,West Virginia,United States,Middle School,RE-V5RC-25-0804,2025-11-01,18,0,18,0,18,false
1010,48643B,The Yiga Clan,SPROUL JUNIOR HIGH SCHOOL,Colorado Springs,Colorado,United States,Middle School,RE-V5RC-25-1058,2025-10-18,18,0,18,0,18,false
1011,18962U,Limitless Drive,No.2 Middle School Affiliated to Shanghai Jiao Tong University,Shanghai,Shanghai,China,Middle School,RE-V5RC-25-1748,2025-10-24,18,0,18,0,18,false
1012,65555K,远游冠,云南大学附属中学星耀校区/云师大附属世纪金源学校,昆明市,Yunnan,China,Middle School,RE-V5RC-25-3771,2025-11-14,18,0,18,0,18,false
1013,32088A,Control Alt Defeat,Auburn Community Robotics,Auburn,Alabama,United States,Middle School,RE-V5RC-25-1406,2025-11-15,18,0,18,0,18,false
1014,20360C,North of Aquarius @SHSSIP,suzhou high school SIP,Suzhou,Jiangsu,China,Middle School,RE-V5RC-25-0373,2025-07-17,18,0,18,0,18,false
1015,3219Y,SHSID TEAM Y,Shanghai High School International Division,Shanghai,Shanghai,China,Middle School,RE-V5RC-25-0862,2025-08-22,18,0,18,0,18,false
1016,90471A,Sundevils A,TIERRA DEL SOL MIDDLE,Lakeside,California,United States,Middle School,RE-V5RC-25-0407,2025-10-04,18,0,18,0,18,false
1017,7690F,FJH 7690F,FRUITVALE JUNIOR HIGH,Bakersfield,California,United States,Middle School,RE-V5RC-25-0072,2025-09-13,18,0,18,0,18,false
1018,8975A,Chipman Robotics A - Auto-Monkeys,CHIPMAN JUNIOR HIGH,Bakersfield,California,United States,Middle School,RE-V5RC-25-0072,2025-09-13,18,0,18,0,18,false
1019,83009F,Circuit Breakers,BAILEY MIDDLE SCHOOL,Austin,Texas,United States,Middle School,RE-V5RC-25-0634,2025-10-18,18,0,18,0,18,false
1020,23087A,Saratino,Saratino,Cupertino,California,United States,Middle School,RE-V5RC-25-1472,2025-10-25,18,0,18,0,18,false
1021,33249K,The Cosmic Vanguard,BOB JONES ACADEMY MIDDLE SCHOOL,Greenville,South Carolina,United States,Middle School,RE-V5RC-25-0796,2025-11-01,18,0,18,0,18,false
1022,1262F,OPS - Robotic Falcons,Bluestem Middle School,Omaha,Nebraska,United States,Middle School,RE-V5RC-25-0456,2025-09-25,18,0,18,0,18,false
1023,9089E,SYNT4X 404,BrandywineBOTS,Wilmington,Delaware,United States,Middle School,RE-V5RC-25-0157,2025-10-09,18,0,18,0,18,false
1024,34012D,Blender,THOMAS JEFFERSON CHARTER,Caldwell,Idaho,United States,Middle School,RE-V5RC-25-0327,2025-11-07,18,0,18,0,18,false
1025,8303U,NS-BaiShiZhouV5,深圳市南山外国语学校（集团）文华学校,深圳,Guangdong,China,Middle School,RE-V5RC-25-1913,2025-11-07,18,0,18,0,18,false
1026,99008S,E-Knights,Chill Robotics,Austin,Texas,United States,Middle School,RE-V5RC-25-2066,2025-11-08,18,0,18,0,18,false
1027,52766E,The Goonies,SABIN MIDDLE SCHOOL,Colorado Springs,Colorado,United States,Middle School,RE-V5RC-25-1058,2025-10-18,18,0,18,0,18,false
1028,70663A,Farkle Sharkles,LEBLANC MIDDLE SCHOOL,Sulphur,Louisiana,United States,Middle School,RE-V5RC-25-1500,2025-10-02,18,0,18,0,18,false
1029,74801D,NOT Roberto,Westwood,Gainesville,Florida,United States,Middle School,RE-V5RC-25-1563,2025-11-08,18,0,18,0,18,false
1030,6517X,TRITONBOTS-X,EASTLAKE MIDDLE,Chula Vista,California,United States,Middle School,RE-V5RC-25-0405,2025-09-13,18,0,18,0,18,false
1031,47969E,Mechanized Metal,PIKE ROAD JR HIGH SCHOOL,Pike Road,Alabama,United States,Middle School,RE-V5RC-25-0832,2025-11-08,18,0,18,0,18,false
1032,2701Y,Made in America,Franklin Christian Academy,Franklin,Tennessee,United States,Middle School,RE-V5RC-25-0454,2025-11-08,18,0,18,0,18,false
1033,7187M,Team Name,FAYETTEVILLE HIGH SCHOOL EAST,Fayetteville,Arkansas,United States,Middle School,RE-V5RC-25-2000,2025-11-08,18,0,18,0,18,false
1034,703C,RCC4,NORWELL MIDDLSCHOOL,Ossian,Indiana,United States,Middle School,RE-V5RC-25-1810,2025-11-15,18,0,18,0,18,false
1035,587V,Vulcanoes,LINCOLN JUNIOR HIGH SCHOOL,Plymouth,Indiana,United States,Middle School,RE-V5RC-25-1978,2025-11-15,18,0,18,0,18,false
1036,8871C,Eagles 3,WALTER JOHNSON JUNIOR HIGH SCHOOL ACADEMY OF INTERNATIONAL S,Las  Vegas,Nevada,United States,Middle School,RE-V5RC-25-1270,2025-11-15,18,0,18,0,18,false
1037,1868C,Space Cookies VEX 1868C,Space Cookies VEX Robotics Team,Moffett Field,California,United States,Middle School,RE-V5RC-25-1473,2025-11-15,18,0,18,0,18,false
1038,81819A,BLOAF,Innovac Makerspace,Singapore,,Singapore,Middle School,RE-V5RC-25-1037,2025-11-19,18,0,18,0,18,false
1039,1383B,VLI Robotics,VICTORY LAKES INT,League City,Texas,United States,Middle School,RE-V5RC-25-0205,2025-11-21,18,0,18,0,18,false
1040,2088V,Sleep Deprived,Western Mechatronics Robotics Club,Calgary,Alberta,Canada,Middle School,RE-V5RC-25-1906,2025-11-22,18,0,18,0,18,false
1041,56549E,How to be Cookie Monsters 101,HAWLEY SECONDARY,Hawley,Minnesota,United States,Middle School,RE-V5RC-25-2140,2025-11-22,18,0,18,0,18,false
1042,18891B,G-4s,4-H Club,East Hartland,Connecticut,United States,Middle School,RE-V5RC-25-2155,2025-11-23,18,0,18,0,18,false
1043,457B,THIS IS RIGGED,JENISON JUNIOR HIGH SCHOOL,Jenison,Michigan,United States,Middle School,RE-V5RC-25-2283,2025-11-24,18,0,18,0,18,false
1044,4613C,X-Bots,Barker College,Sydney,New South Wales,Australia,Middle School,RE-V5RC-25-1959,2025-09-04,17,15,2,15,2,false
1045,34071B,HABS-Gliders,Haberdashers' Girls School,Elstree,,United Kingdom,Middle School,RE-V5RC-25-9987,2025-10-16,17,15,2,15,15,false
1046,75442B,LADY LOGICS,Farmersville Junior High School,Farmersville,Texas,United States,Middle School,RE-V5RC-25-2014,2025-11-21,17,15,2,15,2,false
1047,23835B,SSMS Circuit Sharks,SULPHUR SPRINGS MIDDLE,Sulphur Springs,Texas,United States,Middle School,RE-V5RC-25-2014,2025-11-21,17,15,2,15,2,false
1048,8878E,Eclipse,JOCKEY HOLLOW SCHOOL,Monroe,Connecticut,United States,Middle School,RE-V5RC-25-2155,2025-11-23,17,2,15,2,16,false
1049,673H,Power Puff Girls,East Valley Middle School,Nampa,Idaho,United States,Middle School,RE-V5RC-25-1841,2025-10-24,17,2,15,2,15,false
1050,13818X,QRCA,AAA Training and Tuition (RTO 46396),Burleigh Heads,Queensland,Australia,Middle School,RE-V5RC-25-1018,2025-10-25,17,1,16,1,16,false
1051,29485A,Apollo Bots,East Edisto Middle,Summerville,South Carolina,United States,Middle School,RE-V5RC-25-0501,2025-10-25,17,1,16,1,16,false
1052,52407A,Nighthawks,Roboroots,TAYLORS,South Carolina,United States,Middle School,RE-V5RC-25-0501,2025-10-25,17,1,16,1,16,false
1053,7458F,Unexpected Rapid Disassembly,FISHER SECONDARY,Fisher,Minnesota,United States,Middle School,RE-V5RC-25-2140,2025-11-22,17,1,16,1,16,false
1054,3211Y,Operation 6-7,Scouts BSA - Troop 211,Sartell,Minnesota,United States,Middle School,RE-V5RC-25-0745,2025-10-21,17,0,17,0,17,false
1055,14323K,Metal Knights,FAIRBANKS MIDDLE SCHOOL,Milford Center,Ohio,United States,Middle School,RE-V5RC-25-9959,2025-11-15,17,0,17,0,17,false
1056,97435C,MetalHeads,PIZITZ MIDDLE SCHOOL,Vestavia Hills,Alabama,United States,Middle School,RE-V5RC-25-1207,2025-11-20,17,0,17,0,17,false
1057,90235A,ATOMIC,S. J. WELSH MIDDLE SCHOOL,Lake Charles,Louisiana,United States,Middle School,RE-V5RC-25-1500,2025-10-02,17,0,17,0,17,false
1058,1338X,X HEAT,BRYANT JUNIOR HIGH SCHOOL,Bryant,Arkansas,United States,Middle School,RE-V5RC-25-2000,2025-11-08,17,0,17,0,17,false
1059,8878D,Dino-Mite,JOCKEY HOLLOW SCHOOL,Monroe,Connecticut,United States,Middle School,RE-V5RC-25-2155,2025-11-23,17,0,17,0,17,false
1060,52050D,Astro Chaos,Aquinas College,Ringwood,Victoria,Australia,Middle School,RE-V5RC-25-0027,2025-08-12,17,0,17,0,17,false
1061,81016M,M-Pact,Malesus STEM Innovation Center,Jackson,Tennessee,United States,Middle School,RE-V5RC-25-0572,2025-10-03,17,0,17,0,17,false
1062,39475M,RGS Robo Kai 12,The Royal Grammar School Newcastle Upon Tyne,Newcastle Upon Tyne,,United Kingdom,Middle School,RE-V5RC-25-0073,2025-10-11,17,0,17,0,17,false
1063,2516B,Chargers,ST FRANCIS PARISH SCHOOL,Bakersfield,California,United States,Middle School,RE-V5RC-25-0072,2025-09-13,17,0,17,0,17,false
1064,5971C,Compton Junior High,COMPTON JUNIOR HIGH,Bakersfield,California,United States,Middle School,RE-V5RC-25-0072,2025-09-13,17,0,17,0,17,false
1065,15302A,Lynx Robotics,Lincoln Junior High School.,Bakersfield,California,United States,Middle School,RE-V5RC-25-0072,2025-09-13,17,0,17,0,17,false
1066,54345B,LFCD Omega,Landau Forte Derby College,Derby,,United Kingdom,Middle School,RE-V5RC-25-9987,2025-10-16,17,0,17,0,17,false
1067,94773A,Rancho Star-Bots,RANCHO-STARBUCK INTERMEDIATE,Whittier,California,United States,Middle School,RE-V5RC-25-0366,2025-10-18,17,0,17,0,17,false
1068,4813D,Gambit,Taipei American School - Middle School,Taipei,,Taiwan,Middle School,RE-V5RC-25-0320,2025-10-25,17,0,17,0,17,false
1069,29687X,Operation Override,Northwood Middle School,Taylors,South Carolina,United States,Middle School,RE-V5RC-25-0501,2025-10-25,17,0,17,0,17,false
1070,15486D,Royal Flush,VISTA SCHOOL,Ivins,Utah,United States,Middle School,RE-V5RC-25-0566,2025-10-25,17,0,17,0,17,false
1071,29651B,Blooming Bots,Blue Ridge Middle School,Greer,South Carolina,United States,Middle School,RE-V5RC-25-0796,2025-11-01,17,0,17,0,17,false
1072,23001C,Robo Bears 3,TWIN RIVERS MIDDLE SCHOOL,Buford,Georgia,United States,Middle School,RE-V5RC-25-1711,2025-11-01,17,0,17,0,17,false
1073,30044A,Crews BroncoBots,CREWS MIDDLE SCHOOL,Lawrenceville,Georgia,United States,Middle School,RE-V5RC-25-1711,2025-11-01,17,0,17,0,17,false
1074,295W,Eclipse,Placer Robotics (PART),Roseville,California,United States,Middle School,RE-V5RC-25-0123,2025-11-01,17,0,17,0,17,false
1075,52102C,The Undertakers,SOUTH GIRARD SCHOOL,Phenix City,Alabama,United States,Middle School,RE-V5RC-25-2138,2025-11-08,17,0,17,0,17,false
1076,72801C,Circuit Breakers,RUSSELLVILLE JR. HIGH SCHOOL,Russellville,Arkansas,United States,Middle School,RE-V5RC-25-2000,2025-11-08,17,0,17,0,17,false
1077,6356E,Eponymous,TRAIL RIDGE MIDDLE SCHOOL,Longmont,Colorado,United States,Middle School,RE-V5RC-25-2582,2025-11-08,17,0,17,0,17,false
1078,80026B,The Cereal,ANGEVINE MIDDLE SCHOOL,Lafayette,Colorado,United States,Middle School,RE-V5RC-25-2582,2025-11-08,17,0,17,0,17,false
1079,44287A,Grump-a-sauruses,Northwestern Middle School,West Salem,Ohio,United States,Middle School,RE-V5RC-25-9960,2025-11-14,17,0,17,0,17,false
1080,2622C,Chicken Nugget,New Energy Education,Syosset,New York,United States,Middle School,RE-V5RC-25-0363,2025-11-15,17,0,17,0,17,false
1081,28466R,Artic Sharks,SPRINGS STUDIO FOR ACADEMIC EXCELLENCE,Colorado Springs,Colorado,United States,Middle School,RE-V5RC-25-0997,2025-11-15,17,0,17,0,17,false
1082,28466N,Frozen Nuggets,SPRINGS STUDIO FOR ACADEMIC EXCELLENCE,Colorado Springs,Colorado,United States,Middle School,RE-V5RC-25-0997,2025-11-15,17,0,17,0,17,false
1083,6572B,Creekside Intermediate,CREEKSIDE INT,League City,Texas,United States,Middle School,RE-V5RC-25-2095,2025-10-07,17,0,17,0,17,false
1084,6572E,Creekside Intermediate,CREEKSIDE INT,League City,Texas,United States,Middle School,RE-V5RC-25-2095,2025-10-07,17,0,17,0,17,false
1085,25177B,Talk Nerdy To Me,Hayes Middle School,St. Albans,West Virginia,United States,Middle School,RE-V5RC-25-1505,2025-11-21,17,0,17,0,17,false
1086,30202A,Thunder Falcons,Perryville Middle School,Perryville,Maryland,United States,Middle School,RE-V5RC-25-9977,2025-11-21,17,0,17,0,17,false
1087,25312C,The Einstein's,SISSONVILLE MIDDLE SCHOOL,Charleston,West Virginia,United States,Middle School,RE-V5RC-25-1505,2025-11-21,17,0,17,0,17,false
1088,23835A,SSMS RoboRebels,SULPHUR SPRINGS MIDDLE,Sulphur Springs,Texas,United States,Middle School,RE-V5RC-25-2014,2025-11-21,17,0,17,0,17,false
1089,4815A,CPC TEAM A,WEO CHANG PUI CHUNG MEMORIAL SCHOOL,Hong Kong,,Hong Kong,Middle School,RE-V5RC-25-0139,2025-11-22,17,0,17,0,17,false
1090,1383C,VLI: Kill Switch,VICTORY LAKES INT,League City,Texas,United States,Middle School,RE-V5RC-25-0205,2025-11-21,17,0,17,0,17,false
1091,24931A,Bazinga STEMBots,LANIER MIDDLE SCHOOL,Sugar Hill,Georgia,United States,Middle School,RE-V5RC-25-1373,2025-11-22,17,0,17,0,17,false
1092,6844E,Hydronix (MS),MITCHELL HIGH SCHOOL,Mitchell,South Dakota,United States,Middle School,RE-V5RC-25-0630,2025-11-22,17,0,17,0,17,false
1093,25918A,25918A,Christa Mcauliffe Academy,Wichita,Kansas,United States,Middle School,RE-V5RC-25-2573,2025-11-22,17,0,17,0,17,false
1094,46131A,The intergalactic fish,Barker College,Sydney,New South Wales,Australia,Middle School,RE-V5RC-25-1959,2025-09-04,16,15,1,15,1,false
1095,77360H,Middlecat2,ONALASKA JR/SR HIGH,Onalaska,Texas,United States,Middle School,RE-V5RC-25-2095,2025-10-07,16,15,1,15,16,false
1096,4613H,Barker Big Macs,Barker College,Sydney,New South Wales,Australia,Middle School,RE-V5RC-25-1959,2025-09-04,16,15,1,15,1,false
1097,7831A,Super Screwjoints,FRANK H HARRISON MIDDLE SCHOOL,Yarmouth,Maine,United States,Middle School,RE-V5RC-25-1202,2025-11-01,16,15,1,15,1,false
1098,71300E,The Purple Anchors,Lied Middle School,Las Vegas,Nevada,United States,Middle School,RE-V5RC-25-1270,2025-11-15,16,15,1,15,1,false
1099,32285B,CTRL + ALT+ ELITE,Hudsonville Christian School,Hudsonville,Michigan,United States,Middle School,RE-V5RC-25-2283,2025-11-24,16,5,11,5,11,false
1100,9078Z,Zesty Robots,GRIFFITHS MIDDLE,Downey,California,United States,Middle School,RE-V5RC-25-0771,2025-10-11,16,0,16,3,16,false
1101,38678B,Battle Bots,St Pius X Middle School,Edgewood,Kentucky,United States,Middle School,RE-V5RC-25-2148,2025-11-08,16,1,15,1,15,false
1102,89107A,Panther Bots,HYDE PARK MIDDLE SCHOOL,Las Vegas,Nevada,United States,Middle School,RE-V5RC-25-1270,2025-11-15,16,1,15,1,15,false
1103,76412G,Lightning Bots,HENRY SCOTT MIDDLE,Denison,Texas,United States,Middle School,RE-V5RC-25-0197,2025-11-22,16,1,15,1,15,false
1104,119S,Supernatural,ST BERNARD SCHOOL,Uncasville,Connecticut,United States,Middle School,RE-V5RC-25-2155,2025-11-23,16,1,15,1,15,false
1105,7403B,Robot Backwards,CLEAR CREEK INT,League City,Texas,United States,Middle School,RE-V5RC-25-0205,2025-11-21,16,0,16,0,16,false
1106,739F,Breach,Kimball Secondary,Kimball,Minnesota,United States,Middle School,RE-V5RC-25-9984,2025-11-22,16,0,16,0,16,false
1107,8108B,Orion Project,NORTH JUNIOR HIGH,Saint Cloud,Minnesota,United States,Middle School,RE-V5RC-25-0745,2025-10-21,16,0,16,0,16,false
1108,76936D,AC Unit,MOUNDSVILLE MIDDLE SCHOOL,Moundsville,West Virginia,United States,Middle School,RE-V5RC-25-0804,2025-11-01,16,0,16,0,16,false
1109,80658A,S.O.D.A.,Silverleaf School,Salem,Oregon,United States,Middle School,RE-V5RC-25-9942,2025-11-22,16,0,16,0,16,false
1110,63857C,Mashpee Middle High School,Mashpee High School,Mashpee,Massachusetts,United States,Middle School,RE-V5RC-25-0347,2025-10-23,16,0,16,0,16,false
1111,10261A,Cougar Robotics,Sullivan Central Middle School,Blountville,Tennessee,United States,Middle School,RE-V5RC-25-0213,2025-10-25,16,0,16,0,16,false
1112,6446A,Royal Robotics 6446A,RANCHO DEL REY MIDDLE,Chula Vista,California,United States,Middle School,RE-V5RC-25-1026,2025-11-15,16,0,16,0,16,false
1113,93303G,Hippopotomonstrosesquippedaliophobia,Monmouth Robotics,Monmouth,Maine,United States,Middle School,RE-V5RC-25-1202,2025-11-01,16,0,16,0,16,false
1114,45078B,The Dashers,ELLICOTT MIDDLE SCHOOL,Calhan,Colorado,United States,Middle School,RE-V5RC-25-1065,2025-10-18,16,0,16,0,16,false
1115,8878G,Ghost peppers,Jockey Hollow Stem Program,Monroe,Connecticut,United States,Middle School,RE-V5RC-25-0126,2025-11-08,16,0,16,0,16,false
1116,1660C,The Hog Riders,Clover Middle School,Clover,South Carolina,United States,Middle School,RE-V5RC-25-0045,2025-11-15,16,0,16,0,16,false
1117,5971B,Compton Junior High,COMPTON JUNIOR HIGH,Bakersfield,California,United States,Middle School,RE-V5RC-25-0072,2025-09-13,16,0,16,0,16,false
1118,76249B,Steel Storm ,ELKVIEW MIDDLE SCHOOL,Elkview,West Virginia,United States,Middle School,RE-V5RC-25-1503,2025-10-10,16,0,16,0,16,false
1119,75877A,KnightBots,CASTLE PARK MIDDLE,Chula Vista,California,United States,Middle School,RE-V5RC-25-0405,2025-09-13,16,0,16,0,16,false
1120,8383A,Washington Middle School,WASHINGTON MIDDLE,Bakersfield,California,United States,Middle School,RE-V5RC-25-0072,2025-09-13,16,0,16,0,16,false
1121,2719S,Bob Wilson,TRITON CENTRAL MIDDLE SCHOOL,Fairland,Indiana,United States,Middle School,RE-V5RC-25-1413,2025-10-18,16,0,16,0,16,false
1122,16495B,Technically Terrifying Titans,TROY SOUTH MIDDLE SCHOOL,Moscow Mills,Missouri,United States,Middle School,RE-V5RC-25-0963,2025-10-18,16,0,16,0,16,false
1123,29651N,Nuclear Newts,BLUE RIDGE MIDDLE,Greer,South Carolina,United States,Middle School,RE-V5RC-25-0501,2025-10-25,16,0,16,0,16,false
1124,82718H,Crypto Crusaders,THUNDER BASIN HIGH SCHOOL,Gillette,Wyoming,United States,Middle School,RE-V5RC-25-0610,2025-10-25,16,0,16,0,16,false
1125,13000N,602,GRANDVILLE MIDDLE SCHOOL,Grandville,Michigan,United States,Middle School,RE-V5RC-25-3070,2025-10-27,16,0,16,0,16,false
1126,16610B,Be Happy,Techblazers,Richmond Hill,Ontario,Canada,Middle School,RE-V5RC-25-0104,2025-11-01,16,0,16,0,16,false
1127,76426D,Digital Designers,BRYSON SCHOOL,Bryson,Texas,United States,Middle School,RE-V5RC-25-1976,2025-11-01,16,0,16,0,16,false
1128,2148X,Deadly Pyroraptors,Greenville Middle School,Greenville,Texas,United States,Middle School,RE-V5RC-25-1603,2025-11-01,16,0,16,0,16,false
1129,80550C,Fried Orange Juice Jackets,WINDSOR CHARTER ACADEMY MIDDLE AND EARLY COLLEGE H,Windsor,Colorado,United States,Middle School,RE-V5RC-25-1210,2025-11-01,16,0,16,0,16,false
1130,6390C,Clank3r,HIGHLAND MIDDLE SCHOOL,Marengo,Ohio,United States,Middle School,RE-V5RC-25-1243,2025-11-06,16,0,16,0,16,false
1131,9089W,Nuclear Squirrels,BrandywineBOTS,Wilmington,Delaware,United States,Middle School,RE-V5RC-25-0157,2025-10-09,16,0,16,0,16,false
1132,6390R,Robo Raptors,Highland Middle School,Marengo,Ohio,United States,Middle School,RE-V5RC-25-1243,2025-11-06,16,0,16,0,16,false
1133,83686F,Glizzies,SOUTH MIDDLE SCHOOL,Nampa,Idaho,United States,Middle School,RE-V5RC-25-0327,2025-11-07,16,0,16,0,16,false
1134,24049A,OPMS Transformers,OAK PARK MIDDLE SCHOOL,Lake Charles,Louisiana,United States,Middle School,RE-V5RC-25-1500,2025-10-02,16,0,16,0,16,false
1135,46390C,Tri-Township Robotics,Tri-Township School,Wanatah,Indiana,United States,Middle School,RE-V5RC-25-1856,2025-11-08,16,0,16,0,16,false
1136,48643C,Gart Babee,SPROUL JUNIOR HIGH SCHOOL,Colorado Springs,Colorado,United States,Middle School,RE-V5RC-25-1058,2025-10-18,16,0,16,0,16,false
1137,12362S,Stardust Crusaders,WHEELING MIDDLE SCHOOL,Wheeling,West Virginia,United States,Middle School,RE-V5RC-25-1854,2025-11-08,16,0,16,0,16,false
1138,67915A,Rockets MS,LAUNCH VIRTUAL ACADEMY,Chula Vista,California,United States,Middle School,RE-V5RC-25-0405,2025-09-13,16,0,16,0,16,false
1139,6517Z,TRITONBOTS-Z,EASTLAKE MIDDLE,Chula Vista,California,United States,Middle School,RE-V5RC-25-0405,2025-09-13,16,0,16,0,16,false
1140,6047S,Hogriders,WESTVIEW MIDDLE SCHOOL,Longmont,Colorado,United States,Middle School,RE-V5RC-25-2582,2025-11-08,16,0,16,0,16,false
1141,93528C,Frictionless,Colorado Early Colleges Fort Collins Middle School,Fort Collins,Colorado,United States,Middle School,RE-V5RC-25-2582,2025-11-08,16,0,16,0,16,false
1142,7187T,Pull Forward,FAYETTEVILLE HIGH SCHOOL EAST,Fayetteville,Arkansas,United States,Middle School,RE-V5RC-25-2000,2025-11-08,16,0,16,0,16,false
1143,8614A,Chubby Chipmunks,Bentonville Schools,Bentonville,Arkansas,United States,Middle School,RE-V5RC-25-2000,2025-11-08,16,0,16,0,16,false
1144,938P,Blaze Robotics Qubits,Blaze Robotics Academy,Bellevue,Washington,United States,Middle School,RE-V5RC-25-0980,2025-11-12,16,0,16,0,16,false
1145,1365X,Spartabots,East Ridge Middle School,Clermont,Florida,United States,Middle School,RE-V5RC-25-2382,2025-11-15,16,0,16,0,16,false
1146,42748E,Mystery Machine,Florence Chapel Middle School,Duncan,South Carolina,United States,Middle School,RE-V5RC-25-0045,2025-11-15,16,0,16,0,16,false
1147,10058D,Mecha Eagles,CORAL ACADEMY OF SCIENCE LAS VEGAS - Cadence,Henderson,Nevada,United States,Middle School,RE-V5RC-25-1270,2025-11-15,16,0,16,0,16,false
1148,94773B,Rancho Star-Bots,RANCHO-STARBUCK INTERMEDIATE,Whittier,California,United States,Middle School,RE-V5RC-25-0771,2025-10-11,16,0,16,0,16,false
1149,9048B,Cotton Candy Squad,York Robotics ,York,Maine,United States,Middle School,RE-V5RC-25-9998,2025-11-15,16,0,16,0,16,false
1150,87411X,EverBotics ,Private/Independent,San Jose,California,United States,Middle School,RE-V5RC-25-1473,2025-11-15,16,0,16,0,16,false
